"Gender","Adult","Face_Angle","Image_Color","Image_Quality","Image_Type","Context","Multiface","Race","Smile","Area"
"male",1,0,0,"good",1,"feature",1,"white",0,20440
"male",1,1,0,"good",1,"feature",0,"white",1,31104
"male",1,0,0,"fair",1,"feature",0,"white",NA,37932
"male",1,0,0,"good",1,"feature",1,"white",NA,31590
"male",1,1,0,"fair",1,"feature",0,"white",NA,15875
"male",1,1,0,"good",1,"feature",1,"white",NA,18963
"male",1,1,0,"fair",1,"feature",0,"white",0,17632
"male",1,1,0,"fair",1,"feature",1,"white",1,18204
"female",1,0,0,"good",1,"feature",0,"white",0,11985
"female",1,1,0,"good",1,"feature",1,"white",NA,10290
"male",1,1,0,NA,1,"ad",1,"white",NA,30876
"male",1,0,1,"good",1,"ad",1,"white",NA,4144
"male",1,1,0,"fair",1,"feature",1,"asian",0,10152
"female",1,1,0,"good",1,"feature",0,"white",0,80230
"male",1,0,0,"fair",1,"feature",1,"white",0,7296
"male",1,1,0,"fair",1,"feature",0,"white",1,12768
"male",1,1,0,"fair",1,"feature",1,"white",1,23892
"female",0,1,0,"good",1,"feature",1,"white",0,12423
"male",1,1,1,"good",1,"feature",0,"black",1,24725
"female",1,0,0,"good",1,"feature",0,"white",1,23496
"male",1,0,0,"good",1,"feature",1,"black",0,NA
"female",1,1,0,"good",1,"cover",0,"white",NA,33596
"male",1,1,0,"good",1,"feature",1,"white",NA,29445
"male",1,1,0,"good",1,"feature",1,"white",0,28908
"male",1,1,0,"good",1,"feature",1,"white",0,28012
"female",1,0,0,"good",1,"feature",1,"white",0,25944
"male",1,1,0,"good",1,"feature",0,"americanindian",1,27280
"female",1,1,0,"good",1,"feature",0,"black",1,9373
"male",1,1,0,"good",1,"feature",0,"black",1,10044
"female",1,1,1,NA,0,"author",0,"white",0,7790
"male",1,0,1,"good",0,"feature",0,"white",0,8330
"female",1,1,1,NA,0,"ad",1,"white",1,8148
"female",1,0,1,"fair",0,"feature",0,"white",0,8455
"female",1,0,1,NA,0,"ad",1,"white",NA,6399
"female",1,1,1,"fair",0,"cover",1,"white",0,4355
"female",0,1,1,NA,0,"ad",1,"unknown",0,4331
"male",1,1,0,"fair",1,"feature",0,"americanindian",0,28728
"male",1,1,1,"good",1,"ad",0,"white",NA,NA
"male",1,1,0,NA,0,"ad",0,"white",1,20944
"female",1,1,1,NA,1,"ad",1,"asian",1,NA
"male",1,0,0,"good",1,"feature",0,"white",0,35728
"male",1,0,0,"fair",1,"feature",1,"white",0,3843
"male",1,0,0,"good",1,"feature",0,"white",NA,9555
"male",1,0,0,"fair",1,"feature",0,"white",0,35088
"male",1,1,0,"good",1,"feature",0,"white",0,16080
"male",1,0,0,"fair",1,"feature",1,"white",0,12390
"female",1,0,0,"fair",1,"ad",1,"asian",NA,3120
"male",1,0,0,"good",1,"feature",0,"white",0,19668
"male",1,1,0,NA,1,"ad",0,"asian",NA,NA
"male",1,0,0,"fair",1,"feature",1,"white",0,32640
"female",1,1,0,"good",1,"feature",0,"white",1,30012
"male",1,0,1,"fair",1,"feature",0,"white",0,10918
"female",1,0,0,"good",1,"feature",0,"white",NA,25032
"male",1,0,0,"good",1,"feature",0,"asian",1,10088
"male",0,0,0,"fair",1,"feature",1,"white",1,10434
"female",0,0,0,NA,1,"ad",1,"white",0,8280
"male",0,0,0,"good",1,"feature",1,"white",NA,7050
"female",1,0,0,"fair",1,"feature",1,"white",1,15589
"male",1,1,0,"good",1,"feature",0,"white",0,18081
"male",1,1,0,"fair",1,"feature",1,"white",0,7480
"male",1,1,0,"fair",1,"feature",1,"white",0,19800
"female",1,1,0,"good",1,"feature",1,"white",0,11639
"male",1,1,0,"fair",1,"feature",0,"white",NA,11300
"male",1,1,0,"fair",1,"feature",0,"white",0,NA
"male",1,0,1,"good",1,"ad",0,"white",0,135977.4
"male",1,1,0,"good",1,"cover",0,"americanindian",0,489168
"female",1,1,1,NA,1,"ad",0,"white",NA,18720
"male",1,1,1,"fair",1,"ad",0,"white",NA,4897
"male",1,1,0,"fair",1,"feature",0,"white",0,14098
"female",1,1,0,"fair",1,"feature",0,"white",0,8188
"male",1,1,0,"good",1,"feature",0,"white",NA,29529
"male",1,0,0,"fair",1,"feature",0,"white",0,20878
"male",1,1,0,"fair",1,"feature",1,"white",NA,8541
"male",1,0,0,"fair",1,"feature",1,"white",NA,18471
"male",1,1,0,"fair",1,"feature",1,"white",1,9936
"male",1,0,0,"fair",1,"feature",1,"white",1,7396
"male",1,1,0,"fair",1,"feature",0,"white",1,9408
"male",1,1,0,"good",1,"feature",0,"white",1,9785
"female",1,0,0,"good",1,"feature",0,"white",NA,9494
"male",1,1,0,"fair",1,"feature",1,"white",0,6399
"male",1,0,0,"fair",1,"feature",1,"white",0,7031
"male",1,1,0,"fair",1,"feature",1,"asian",NA,7300
"male",1,1,0,"fair",1,"feature",1,"white",0,3504
"male",1,0,0,"fair",1,"feature",1,"asian",0,2703
"male",1,1,0,"fair",1,"feature",1,"black",0,15476
"male",1,1,0,"good",1,"feature",1,"black",0,10400
"female",1,1,0,"fair",1,"feature",1,"black",0,10560
"male",1,0,0,"good",1,"feature",0,"white",0,25992
"male",1,0,0,"good",1,"feature",0,"white",NA,23550
"male",1,1,1,"good",0,"feature",0,"black",0,79665
"male",1,1,0,"good",1,"feature",1,"white",0,4992
"male",1,1,1,"fair",1,"feature",1,"white",NA,4617
"male",1,1,0,"good",1,"feature",1,"white",1,72452
"male",1,1,0,"good",1,"feature",1,"white",0,72759
"female",1,0,0,"fair",1,"feature",1,"asian",0,16154
"unknown",1,1,0,"good",1,"feature",1,"asian",1,5904
"female",1,1,0,"fair",1,"feature",1,"white",1,7007
"male",1,0,0,"fair",1,"feature",0,"black",1,2703
"male",1,1,0,NA,1,"ad",0,"white",NA,8343
"male",1,1,0,"fair",1,"feature",1,"black",1,12096
"male",1,1,0,"fair",1,"feature",1,"white",1,13986
"female",1,1,0,"fair",1,"feature",1,"black",NA,4544
"male",1,1,0,"good",1,"feature",1,"white",0,4899
"female",1,1,0,"fair",1,"feature",1,"white",NA,NA
"male",1,1,0,"good",1,"ad",0,"white",NA,NA
"male",1,0,0,"fair",1,"ad",1,"black",0,13910
"male",1,1,0,"fair",1,"feature",0,"white",NA,15142
"male",1,0,0,"fair",1,"feature",1,"white",0,5760
"male",1,0,0,"fair",1,"feature",1,"white",0,14190
"female",1,1,0,"fair",1,"feature",1,"white",0,16170
"male",1,0,0,"good",0,"feature",1,"white",NA,NA
"male",1,1,0,"good",1,"feature",1,"pacificislander",0,12208
"male",1,0,0,"good",1,"feature",1,"white",NA,31515
"female",1,1,0,"fair",1,"feature",0,"asian",0,13965
"male",1,0,0,"fair",0,"feature",1,"white",NA,11132
"female",1,0,0,"fair",1,"cover",0,"white",0,3840
"male",1,1,0,"good",1,"cover",0,"asian",1,6318
"female",1,1,1,"good",1,"feature",0,"white",NA,18224
"male",1,1,0,"good",1,"feature",0,"black",0,11562
"male",1,1,0,"good",1,"feature",0,"black",0,11223
"male",1,1,0,"good",1,"feature",0,"white",NA,56730
"male",1,1,0,"good",1,"feature",0,"asian",1,5896
"male",1,0,0,"fair",1,"feature",0,"white",0,11186
"male",1,1,0,NA,1,"ad",0,"white",1,NA
"male",1,0,0,"fair",1,"feature",0,"white",0,11252
"male",1,1,0,"fair",0,"feature",0,"white",0,14406
"male",1,1,0,"good",1,"feature",0,"white",0,17688
"female",1,1,0,"good",1,"feature",0,"white",NA,11368
"male",1,0,0,"good",1,"feature",0,"white",0,11970
"male",1,1,1,NA,0,"ad",0,"white",NA,6241
"male",1,1,0,"fair",1,"feature",0,"white",0,14204
"male",1,1,0,"good",1,"feature",0,"white",0,10206
"male",1,0,0,"fair",0,"feature",0,"white",0,13899
"male",1,1,0,"fair",1,"feature",1,"white",1,11172
"male",1,1,0,"good",1,"ad",0,"white",1,32074
"male",1,1,1,"good",1,"cover",1,"white",1,33252
"female",1,1,1,NA,1,"ad",0,"asian",1,NA
"male",1,1,0,NA,1,"ad",1,"white",1,45549
"male",1,1,0,"fair",1,"ad",0,"black",1,54227
"female",1,1,0,"good",1,"ad",1,"black",NA,27263
"male",1,1,0,"good",1,"ad",1,"white",1,31620
"male",1,1,0,"fair",1,"ad",1,"white",NA,20056
"female",1,1,0,"fair",1,"ad",1,"white",1,28143
"male",1,1,0,"good",1,"ad",1,"white",0,27244
"male",1,1,0,NA,1,"ad",1,"white",NA,NA
"female",1,1,0,"good",1,"ad",1,"white",1,32494
"female",1,1,0,"good",1,"ad",1,"white",1,34393
"male",1,0,0,"good",1,"feature",0,"white",1,26082
"male",1,1,0,"good",1,"ad",0,"white",NA,29601
"male",1,1,1,"fair",1,"cover",0,"white",0,81176
"male",1,1,0,"good",1,"feature",1,"white",0,12896
"male",1,1,0,"fair",1,"feature",1,"white",0,9010
"male",1,1,0,"fair",1,"feature",1,"white",NA,NA
"male",1,1,0,"good",1,"feature",1,"white",NA,14040
"male",1,1,0,"good",1,"feature",0,"white",0,11872
"male",1,1,0,"fair",1,"feature",1,"white",NA,4788
"male",1,1,1,"good",1,"cover",1,"white",NA,9890
"male",1,1,1,"fair",1,"feature",1,"white",1,13566
"male",1,1,0,"good",1,"feature",0,"white",0,26412
"female",1,0,0,"good",1,"feature",1,"white",NA,3397
"female",1,0,0,"good",1,"feature",0,"white",NA,6783
"male",1,1,0,"good",1,"feature",0,"white",0,20125
"male",1,1,0,"fair",1,"feature",0,"white",0,17052
"male",1,1,0,"good",1,"feature",1,"white",0,46215
"male",1,1,1,"good",1,"ad",0,"white",NA,215800
"male",1,1,0,"good",1,"feature",0,"white",1,82360
"male",1,1,0,"good",1,"feature",0,"pacificislander",NA,19239
"male",0,1,1,"fair",1,"ad",1,"white",0,14859
"female",0,0,1,"fair",1,"ad",1,"white",NA,12971
"female",1,0,1,"fair",0,"ad",1,"white",NA,10404
"male",1,1,1,"good",1,"ad",1,"white",1,204216
"female",1,1,1,"good",1,"ad",1,"white",1,NA
"male",1,1,0,"good",1,"feature",0,"asian",0,116216
"female",1,1,0,"fair",1,"ad",0,"black",1,13250
"male",1,1,0,"good",1,"feature",1,"black",NA,16592
"male",1,1,0,"good",1,"feature",1,"asian",0,11100
"unknown",1,1,1,NA,1,"ad",1,"white",0,60880.1
"female",1,0,1,"good",1,"feature",0,"white",NA,21868
"male",1,0,0,"fair",1,"feature",1,"white",0,20580
"female",1,1,0,"good",1,"feature",0,"white",1,3216
"male",1,1,0,"fair",1,"feature",0,"white",0,20586
"male",1,1,0,"good",1,"feature",0,"white",0,46930
"male",1,0,0,"fair",1,"feature",1,"white",NA,13706
"male",1,0,0,"good",1,"feature",0,"white",NA,NA
"male",1,1,0,"good",1,"feature",1,"white",NA,19880
"male",1,1,0,"good",1,"feature",1,"white",NA,20829
"male",1,1,0,"good",1,"feature",0,"white",0,24500
"male",1,1,0,"good",1,"feature",1,"white",0,38979
"male",1,1,0,"fair",1,"feature",0,"black",NA,NA
"male",1,1,0,"good",1,"feature",0,"white",0,86655
"male",1,1,0,"fair",1,"feature",1,"white",0,11790
"male",1,0,0,"good",1,"feature",0,"white",0,13650
"female",1,1,0,"fair",1,"ad",1,"white",0,6800
"male",1,1,0,"good",1,"feature",0,"white",NA,7029
"female",1,1,0,"fair",1,"feature",1,"white",0,7696
"female",1,1,1,"fair",1,"ad",1,"white",0,7384
"female",1,1,0,"fair",1,"ad",1,"white",1,6840
"female",1,0,0,"fair",1,"feature",1,"white",NA,4602
"male",1,1,0,"good",1,"ad",1,"asian",1,5346
"male",1,1,1,"fair",1,"feature",1,"white",0,17500
"female",1,0,1,"good",1,"feature",1,"white",1,4899
"female",1,0,1,"fair",1,"feature",0,"white",0,5632
"male",1,1,0,"fair",1,"feature",0,"white",0,8190
"female",1,1,1,"good",0,"feature",1,"white",0,16214
"female",1,0,1,"good",0,"feature",1,"white",0,19698
"male",1,1,1,"fair",0,"feature",1,"white",0,11136
"male",1,0,1,"fair",0,"ad",1,"white",0,13871
"unknown",1,1,1,"fair",1,"feature",1,"unknown",1,9222
"male",1,1,0,"fair",0,"feature",0,"white",0,NA
"male",1,1,0,"fair",1,"feature",0,"white",0,16992
"male",1,1,0,"good",1,"feature",0,"unknown",0,10656
"male",1,1,0,"fair",1,"feature",1,"white",0,13640
"male",1,1,0,"fair",1,"feature",1,"white",0,23595
"male",1,1,0,"fair",1,"feature",0,"pacificislander",1,23472
"male",1,1,0,"fair",1,"author",0,"white",0,19159
"female",1,1,0,"good",1,"feature",0,"white",1,23760
"male",1,1,0,"good",1,"feature",0,"white",1,26280
"male",1,1,0,"good",1,"feature",1,"white",0,30450
"female",1,1,0,"fair",1,"feature",1,"white",NA,4698
"male",1,1,0,"fair",1,"feature",1,"black",0,4320
"female",1,1,0,"fair",1,"feature",1,"black",0,6889
"male",1,1,0,"fair",1,"feature",0,"white",NA,5810
"male",1,1,0,"fair",1,"feature",0,"white",0,31465
"male",1,0,1,NA,1,"ad",0,"white",0,NA
"male",1,1,1,"good",0,"cover",0,"white",0,NA
"male",1,1,0,"fair",1,"feature",0,"white",0,21760
"male",1,0,1,"fair",1,"feature",1,"white",NA,17549
"female",1,1,1,"fair",1,"feature",1,"white",NA,28199
"male",1,0,1,"fair",1,"feature",1,"white",1,10057
"male",1,1,1,"good",1,"feature",1,"white",1,12600
"male",1,1,1,"good",1,"feature",1,"white",1,17220
"male",1,1,1,"good",1,"feature",1,"white",NA,14280
"male",1,0,0,"fair",1,"feature",1,"white",0,20826
"male",1,0,0,"good",1,"feature",1,"white",0,73932
"male",1,0,0,"good",1,"feature",0,"white",0,31648
"male",0,1,1,"good",1,"cover",1,"white",0,NA
"male",1,0,1,NA,1,"ad",1,"white",1,NA
"female",1,0,0,"fair",1,"feature",0,"white",1,60480
"male",1,1,0,"good",1,"feature",0,"white",0,42303
"male",1,1,0,NA,1,"ad",0,"white",1,40572
"female",1,1,1,"good",1,"ad",1,"white",1,41701
"male",1,1,0,"good",1,"feature",1,"white",0,11979
"male",1,0,0,"fair",1,"feature",0,"white",0,6723
"male",1,1,0,"fair",1,"feature",1,"white",0,6560
"male",1,1,1,"good",1,"cover",0,"white",0,NA
"female",1,1,0,"fair",1,"feature",1,"white",1,5106
"female",0,1,0,"fair",1,"feature",1,"white",1,5704
"male",0,1,0,"fair",1,"feature",1,"white",NA,6142
"male",1,1,0,"good",1,"feature",1,"white",0,6059
"female",1,1,0,"good",1,"feature",1,"white",NA,32868
"male",1,1,0,NA,1,"author",0,"white",1,40492
"female",1,1,0,"fair",1,"feature",1,"white",0,22110
"female",1,1,0,"good",1,"feature",1,"white",0,27264
"male",1,1,0,"fair",1,"feature",1,"white",NA,NA
"male",1,1,0,"good",0,"feature",0,"white",NA,33320
"male",1,0,0,"good",1,"feature",0,"white",1,38055
"male",1,1,1,NA,1,"ad",0,"white",NA,NA
"female",1,1,1,"good",1,"ad",1,"white",1,50176
"male",1,1,1,"fair",1,"feature",1,"white",1,20292
"male",1,1,1,NA,1,"ad",0,"asian",1,NA
"male",1,1,1,"good",1,"ad",1,"black",0,33425
"male",1,1,1,"fair",1,"ad",1,"asian",1,4640
"female",1,1,1,NA,1,"ad",1,"white",NA,4756
"female",1,0,0,"fair",1,"ad",1,"white",1,4473
"male",1,0,0,"good",1,"feature",0,"white",NA,63891
"male",1,1,0,"good",1,"feature",0,"white",0,66240
"male",1,1,1,"good",1,"ad",1,"white",NA,NA
"female",1,1,0,"fair",1,"feature",1,"white",1,21488
"male",1,1,0,"fair",1,"feature",1,"white",1,14098
"male",1,0,0,"fair",1,"feature",1,"white",NA,43472
"female",1,0,0,"fair",1,"feature",1,"white",0,13332
"male",1,1,0,"good",1,"feature",1,"white",0,9660
"male",1,1,0,"fair",1,"feature",1,"pacificislander",0,7052
"male",1,1,0,"fair",1,"author",1,"white",1,20002
"male",1,1,0,"fair",1,"author",1,"white",0,15708
"female",1,0,0,NA,1,"author",0,"white",1,29008
"female",1,1,0,"fair",1,"author",0,"black",1,87885
"male",1,0,0,"good",1,"feature",0,"white",0,18450
"male",1,1,0,"fair",1,"feature",1,"white",0,18200
"male",1,1,0,NA,1,"author",0,"white",NA,29920
"male",1,1,0,"good",1,"feature",0,"asian",1,12740
"male",1,1,0,"good",1,"feature",0,"white",NA,34556
"male",1,1,0,"good",1,"cover",0,"white",0,6237
"male",1,1,0,"good",1,"feature",1,"black",NA,7957
"male",1,1,0,"fair",1,"ad",1,"white",0,9006
"male",1,0,0,"good",1,"feature",1,"white",0,11682
"male",1,1,0,"good",1,"feature",1,"white",NA,NA
"female",1,1,0,"good",1,"feature",0,"white",0,34914
"male",1,0,0,"good",1,"ad",1,"white",0,32680
"male",1,0,0,"good",1,"ad",1,"white",NA,31584
"male",1,0,0,"good",1,"feature",0,"white",1,76398
"male",1,1,0,"good",1,"feature",0,"white",1,60480
"male",1,1,0,"good",1,"author",0,"white",1,15732
"male",0,1,0,"good",1,"feature",0,"white",NA,NA
"male",1,1,0,"fair",1,"feature",0,"white",1,21042
"male",1,1,1,"good",0,"ad",1,"white",1,139732
"male",1,0,1,"fair",0,"cover",1,"white",NA,113664
"male",1,1,1,"good",0,"cover",1,"white",NA,23800
"male",1,0,1,"fair",1,"feature",1,"white",1,23393
"male",1,0,0,"good",0,"feature",1,"white",0,9594
"male",1,1,0,NA,1,"author",1,"white",0,116352
"male",1,1,0,NA,1,"author",0,"americanindian",NA,112970
"male",1,1,0,"good",1,"feature",1,"white",0,19344
"male",1,1,0,"good",1,"feature",0,"white",NA,18980
"female",1,1,1,"fair",1,"ad",0,"white",1,4623
"female",1,0,1,"fair",0,"ad",0,"white",1,6300
"male",1,0,0,"fair",1,"feature",0,"white",NA,59262
"female",1,0,0,"good",1,"feature",1,"white",NA,33306
"male",1,1,1,NA,1,"ad",1,"white",0,NA
"female",1,0,1,NA,1,"ad",0,"white",1,47775
"male",1,1,0,"fair",1,"feature",0,"white",0,23625
"male",1,1,1,"fair",1,"feature",1,"white",NA,13728
"male",1,1,0,"fair",1,"feature",0,"white",0,14553
"female",1,1,1,"fair",1,"ad",1,"white",NA,30770
"male",1,1,1,"good",1,"cover",1,"asian",1,24249
"male",1,1,1,"fair",1,"ad",1,"white",NA,5214
"male",1,1,0,"good",1,"feature",0,"white",0,53868
"male",1,1,0,"fair",1,"feature",0,"white",1,44100
"male",1,1,0,"good",1,"feature",0,"white",NA,39744
"male",1,1,0,"fair",1,"feature",1,"white",1,11985
"male",1,1,1,"fair",1,"feature",0,"americanindian",1,26076
"male",1,1,0,NA,0,"author",0,"white",NA,84480
"male",1,1,0,"good",1,"author",1,"white",NA,22509
"female",1,1,0,"good",1,"author",0,"pacificislander",NA,NA
"female",1,1,0,"good",1,"author",0,"white",0,16974
"male",1,1,0,"good",1,"feature",0,"white",1,37570
"male",1,1,0,"good",1,"feature",0,"white",NA,66582
"male",1,0,0,"fair",1,"feature",1,"white",1,10368
"male",1,1,0,"good",1,"feature",1,"white",0,34815
"female",1,1,0,"good",1,"feature",1,"white",0,21594
"female",1,0,1,"good",1,"feature",1,"white",1,47235
"female",1,1,1,"fair",1,"feature",1,"black",NA,9996
"female",1,0,1,"fair",1,"feature",1,"white",0,15872
"female",1,1,1,"good",1,"feature",1,"white",1,12200
"male",1,1,0,"good",1,"feature",1,"white",NA,14916
"male",1,0,1,"good",1,"feature",1,"black",1,52002
"female",1,0,1,"good",1,"feature",1,"white",1,22620
"female",1,0,1,"fair",1,"feature",0,"white",0,34307
"female",1,1,1,"fair",1,"author",1,"white",0,6768
"female",1,1,1,"fair",1,"feature",1,"white",1,7968
"female",1,0,1,"fair",1,"cover",1,"white",NA,8670
"male",1,1,0,NA,1,"author",0,"white",0,21021
"female",1,0,0,"good",1,"feature",1,"white",NA,NA
"male",1,1,0,"fair",1,"feature",1,"black",1,27456
"male",1,1,0,"fair",1,"feature",1,"black",0,11484
"female",1,1,0,"fair",1,"feature",1,"white",0,15330
"male",1,0,0,"good",1,"feature",1,"white",NA,10488
"female",1,1,0,"fair",1,"feature",1,"white",NA,7520
"female",1,0,0,"good",1,"feature",1,"white",NA,9000
"male",1,1,1,"good",1,"ad",1,"black",1,10282
"female",1,1,1,"good",0,"feature",0,"white",0,70747
"female",1,0,0,"good",1,"feature",1,"white",0,5772
"male",0,0,0,"good",1,"feature",1,"black",NA,7980
"male",0,0,0,"fair",1,"feature",1,"white",NA,4048
"female",1,0,0,"good",1,"feature",1,"white",0,19019
"male",1,1,0,"good",1,"feature",1,"white",NA,37236
"male",1,1,0,"good",1,"feature",1,"white",0,27180
"male",1,1,0,"good",1,"feature",1,"black",0,23868
"male",1,1,0,"good",1,"feature",1,"black",0,22400
"male",1,1,0,"fair",1,"cover",1,"white",0,24915
"male",1,1,0,"good",1,"cover",1,"white",NA,26268
"male",1,1,0,"good",1,"feature",1,"americanindian",0,31396
"male",1,1,0,"good",1,"feature",1,"asian",0,26166
"male",1,1,0,"good",1,"feature",1,"white",0,25777
"male",1,1,0,"good",1,"feature",0,"asian",NA,29744
"male",1,1,0,"good",1,"ad",0,"white",NA,46464
"male",1,1,0,"fair",1,"feature",1,"white",0,8370
"male",1,1,0,"fair",1,"feature",1,"asian",1,18029
"male",1,1,0,"fair",1,"feature",0,"white",NA,21080
"female",1,1,0,"fair",1,"feature",0,"white",1,33480
"female",1,1,1,"good",1,"ad",1,"black",1,26100
"female",1,0,1,"fair",1,"feature",0,"black",NA,16541
"female",1,0,1,"good",1,"cover",1,"white",0,26931
"male",1,1,0,"fair",1,"feature",1,"white",0,5780
"male",1,1,0,"good",1,"feature",1,"white",NA,NA
"male",1,1,0,"good",1,"feature",0,"white",1,92718
"male",1,0,0,NA,1,"ad",0,"white",0,NA
"female",1,1,0,"fair",1,"feature",0,"white",NA,88803
"male",1,0,0,"fair",1,"feature",1,"white",NA,89268
"male",1,1,0,"good",0,"feature",1,"asian",1,83738
"female",1,1,0,"good",1,"feature",0,"white",NA,72759
"female",1,0,0,"good",1,"feature",0,"white",0,53743
"male",1,1,0,"good",1,"feature",1,"white",0,NA
"male",1,1,0,"fair",1,"feature",0,"white",0,117564
"male",1,0,1,"fair",1,"ad",1,"white",0,50634
"male",1,1,1,"good",1,"cover",0,"white",1,7125
"female",1,1,0,"good",1,"feature",0,"americanindian",NA,19440
"male",1,1,0,"good",1,"ad",0,"white",0,25375
"male",1,1,0,"good",1,"feature",0,"white",NA,13696
"male",1,1,0,"good",1,"feature",1,"white",NA,6396
"male",1,1,0,"fair",1,"feature",1,"white",1,15600
"male",1,1,0,"fair",1,"feature",0,"white",NA,11640
"male",1,1,0,"fair",1,"feature",1,"white",NA,41140
"male",1,1,0,"good",1,"feature",1,"white",NA,62640
"male",1,1,0,"good",1,"feature",0,"white",0,29328
"male",1,1,1,"good",1,"ad",1,"white",NA,104160
"female",1,1,1,"good",1,"ad",1,"white",NA,59401
"male",1,0,0,"good",1,"cover",0,"white",1,14342
"male",1,1,0,"good",1,"feature",1,"white",NA,11960
"female",1,1,1,NA,1,"ad",0,"white",1,NA
"female",1,1,1,NA,1,"ad",1,"asian",1,8832
"male",1,1,0,"fair",1,"ad",0,"asian",NA,1804
"male",1,1,0,"good",1,"feature",0,"white",NA,NA
"male",1,1,0,"fair",1,"feature",0,"white",0,12300
"male",1,0,0,"fair",1,"feature",1,"white",1,27720
"male",1,0,0,"good",1,"feature",1,"white",1,21004
"male",1,0,1,NA,1,"ad",1,"asian",1,72358
"female",1,0,1,"good",1,"ad",1,"white",1,32250
"female",1,0,1,"fair",1,"ad",1,"white",0,2142
"male",1,1,1,NA,1,"ad",1,"white",1,4161
"female",1,1,1,"fair",1,"ad",1,"white",1,4331
"male",1,0,1,"good",1,"ad",1,"white",0,79500
"male",1,0,0,"good",1,"feature",1,"white",1,25740
"male",1,0,0,"good",1,"feature",0,"white",NA,NA
"male",1,1,0,"fair",1,"feature",1,"white",NA,34344
"female",1,0,1,"fair",1,"feature",1,"white",1,35412
"female",1,0,1,"good",1,"ad",1,"white",NA,33578
"female",1,0,1,"good",1,"ad",0,"white",0,24426
"male",1,0,0,"good",1,"feature",0,"white",0,NA
"male",1,0,0,"fair",1,"feature",0,"unknown",0,5605
"male",1,1,0,"good",1,"feature",1,"white",NA,17136
"male",1,1,0,"fair",1,"feature",1,"white",0,26520
"female",1,1,1,"fair",1,"cover",0,"white",NA,12052
"male",1,0,0,"fair",1,"feature",1,"white",0,15207
"male",1,1,0,"good",1,"feature",1,"white",1,13536
"female",1,1,0,"fair",1,"feature",1,"white",NA,NA
"male",1,1,1,"fair",1,"ad",0,"white",1,7900
"male",1,0,0,"good",1,"ad",1,"unknown",0,11817
"male",1,1,0,"fair",1,"feature",1,"asian",0,7844
"female",1,0,1,"good",1,"feature",1,"unknown",NA,57021
"male",1,0,1,"fair",1,"feature",1,"asian",0,24025
"male",0,0,1,"fair",1,"feature",1,"asian",0,2750
"male",1,0,0,"fair",1,"feature",1,"white",0,5846
"male",1,0,0,"fair",1,"feature",1,"white",NA,12474
"male",1,1,0,"fair",1,"feature",0,"white",0,9744
"female",1,1,0,"good",1,"feature",1,"asian",0,13500
"male",1,1,0,"good",1,"feature",1,"white",NA,11655
"male",0,1,1,"good",1,"cover",1,"white",0,21024
"male",1,1,1,"fair",1,"feature",1,"asian",NA,5776
"female",1,1,1,"good",0,"feature",0,"white",0,11125
"female",1,1,1,"fair",0,"feature",1,"white",0,8424
"male",1,1,0,"good",0,"feature",0,"white",NA,45308
"female",1,0,1,"good",1,"ad",1,"white",NA,32400
"male",1,1,1,"fair",1,"ad",1,"white",1,23184
"male",1,1,1,"good",1,"ad",1,"asian",NA,8840
"male",1,1,1,"good",1,"feature",0,"white",1,5402
"female",1,1,1,"good",1,"ad",1,"white",1,7081
"male",1,1,1,"good",1,"ad",1,"white",NA,7052
"female",1,1,1,NA,1,"ad",0,"white",0,5694
"male",1,1,1,"good",1,"ad",0,"white",1,162998
"male",1,1,0,"fair",1,"feature",1,"black",NA,3953
"female",1,1,1,"good",0,"ad",0,"white",1,36244
"male",1,1,0,"good",1,"feature",0,"white",NA,46995
"male",1,0,0,"fair",1,"feature",0,"white",NA,13674
"female",1,0,0,"fair",1,"feature",1,"white",1,11834
"male",1,0,0,"fair",1,"feature",0,"white",0,52845
"male",1,1,0,"good",1,"feature",0,"white",NA,63920
"male",1,1,1,"good",1,"ad",1,"white",1,16095
"female",1,0,1,NA,1,"ad",1,"white",NA,NA
"female",1,1,1,"fair",1,"ad",1,"white",1,22627
"female",1,0,1,"fair",1,"ad",1,"white",1,51023
"male",1,1,0,"fair",1,"feature",0,"white",NA,10600
"male",1,0,0,"fair",1,"feature",0,"white",NA,10070
"female",1,1,0,"fair",1,"cover",1,"white",NA,13724
"male",1,1,0,"good",1,"feature",0,"pacificislander",0,16478
"female",1,0,1,"good",1,"feature",1,"black",1,9810
"male",1,0,0,"fair",1,"feature",0,"white",NA,18980
"female",1,0,0,"good",0,"feature",0,"asian",NA,NA
"unknown",0,1,0,"good",1,"ad",1,"white",0,32960
"male",1,0,0,NA,0,"ad",0,"unknown",0,NA
"male",1,1,0,"good",1,"feature",1,"black",NA,5688
"male",1,1,0,"good",1,"feature",1,"black",0,93800
"male",1,1,0,"good",1,"feature",1,"americanindian",1,7221
"male",1,1,0,"fair",0,"feature",1,"white",0,6557
"male",1,1,1,"good",0,"ad",0,"white",0,13144
"male",1,0,0,"good",0,"cover",0,"white",0,61657.2
"male",1,1,0,NA,1,"author",1,"white",NA,499928
"male",1,0,0,"good",1,"feature",1,"white",NA,NA
"male",1,0,0,"fair",1,"feature",1,"white",0,8415
"male",1,1,0,"fair",1,"feature",0,"asian",NA,35496
"male",1,1,0,"fair",1,"feature",1,"white",1,33440
"male",1,1,1,NA,1,"ad",0,"white",0,219098
