"Gender","Adult","Face_Angle","Image_Color","Image_Quality","Image_Type","Context","Multiface","Race","Smile","Area"
"male",1,0,1,"good",1,"ad",1,"white",1,30227
"male",1,0,0,NA,1,"ad",1,"white",1,17822
"female",1,0,0,"good",1,"ad",0,"pacificislander",1,52275
"female",0,1,0,"fair",1,"feature",0,"white",NA,NA
"female",1,1,0,"good",1,"ad",0,"white",1,22575
"male",1,0,0,"good",1,"feature",0,"white",NA,18944
"male",1,0,1,"good",0,"ad",1,"white",NA,8840
"male",1,1,1,"fair",0,"ad",1,"white",NA,5576
"male",1,1,1,"fair",0,"ad",1,"white",NA,8316
"male",1,0,1,"fair",1,"feature",1,"white",1,6862
"male",1,1,1,NA,0,"ad",1,"white",1,7031
"female",1,1,0,"good",1,"ad",0,"white",0,13530
"male",1,0,1,"good",1,"cover",0,"white",1,11970
"male",1,0,0,"good",1,"feature",0,"white",NA,16356
"male",1,1,0,"good",1,"feature",0,"unknown",NA,9660
"male",1,1,0,"good",1,"feature",0,"white",0,20096
"male",1,0,0,"good",1,"feature",0,"white",1,18688
"male",1,1,0,"fair",1,"feature",0,"white",0,15330
"male",1,1,0,"fair",1,"feature",1,"black",NA,24388
"male",1,0,0,"fair",1,"feature",0,"white",NA,8550
"male",1,1,0,"good",1,"feature",1,"white",NA,8262
"male",1,0,0,"fair",1,"feature",1,"white",NA,8686
"male",1,1,0,"fair",1,"feature",0,"white",0,13108
"female",1,1,0,"fair",1,"feature",1,"white",1,3276
"male",1,0,0,"fair",1,"feature",1,"white",NA,3776
"female",1,0,0,"good",1,"ad",1,"white",1,71852
"female",1,1,0,"good",1,"ad",1,"white",NA,NA
"male",1,1,0,"fair",1,"ad",0,"white",0,81144
"male",1,1,0,"good",0,"ad",0,"white",0,27520
"male",1,0,0,"fair",1,"feature",0,"white",0,42140
"male",1,0,0,"fair",1,"feature",0,"white",0,35310
"male",1,1,0,"good",1,"feature",0,"white",NA,NA
"male",1,1,0,"fair",1,"feature",1,"white",0,9202
"male",1,0,0,NA,1,"ad",1,"white",1,13640
"male",1,0,0,"good",1,"feature",1,"white",NA,9765
"male",1,1,0,"fair",1,"feature",0,"white",NA,25920
"female",1,1,0,"fair",1,"feature",0,"white",NA,7968
"female",1,0,0,"good",1,"feature",0,"white",NA,40768
"male",1,1,0,"good",1,"feature",1,"white",0,47970
"female",1,1,0,"fair",1,"feature",0,"white",NA,NA
"male",1,1,0,"good",1,"feature",0,"white",0,60720
"male",1,0,0,"fair",1,"feature",1,"white",NA,8874
"male",0,1,0,"fair",1,"feature",1,"white",NA,5544
"female",1,1,0,"good",1,"feature",1,"white",1,6020
"female",1,0,0,"good",1,"feature",0,"white",NA,58032
"female",1,0,1,NA,0,"ad",1,"white",1,15000
"female",1,0,1,"good",0,"ad",1,"white",NA,15048
"female",1,0,1,"good",0,"ad",1,"white",1,15400
"male",1,1,1,"good",1,"feature",0,"white",0,29920
"male",1,1,0,"fair",1,"feature",0,"white",NA,71980
"male",1,1,0,"good",1,"feature",0,"white",NA,NA
"male",1,0,0,"good",0,"cover",0,"white",0,NA
"male",1,1,0,"fair",1,"feature",0,"white",0,65250
"female",1,1,0,"good",1,"feature",0,"white",0,21128
"female",1,1,0,"good",1,"feature",0,"white",0,32005
"female",1,1,0,"good",1,"feature",0,"white",NA,24080
"male",1,0,1,"fair",0,"ad",1,"unknown",0,7104
"male",0,0,1,NA,1,"ad",0,"white",0,11016
"male",1,1,0,"good",1,"feature",0,"white",0,64960
"male",1,1,0,"fair",1,"feature",1,"asian",NA,NA
"male",1,0,0,NA,1,"ad",1,"white",NA,26320
"female",1,1,0,"good",0,"ad",1,"white",NA,NA
"female",1,1,0,NA,0,"ad",1,"white",NA,NA
"male",1,0,0,"fair",1,"feature",0,"white",1,14036
"female",1,1,0,"fair",0,"ad",1,"white",0,8366
"male",1,1,0,"good",0,"feature",1,"white",NA,7007
"male",1,0,0,"fair",1,"feature",1,"white",0,6885
"male",1,1,0,"good",1,"feature",1,"white",0,8820
"male",1,1,0,"fair",1,"feature",1,"white",NA,NA
"male",1,0,0,"fair",1,"feature",1,"white",NA,114871
"male",1,0,0,"fair",1,"ad",1,"white",1,13200
"male",1,1,0,"fair",1,"cover",0,"white",NA,69394
"male",1,1,0,NA,1,"ad",1,"white",NA,27824
"male",1,1,0,"fair",1,"feature",0,"white",1,65340
"male",1,1,0,"fair",1,"feature",1,"white",0,10212
"male",1,0,0,"good",0,"ad",0,"white",0,23562
"male",1,1,0,"good",0,"feature",1,"white",NA,9266
"male",1,0,0,"fair",0,"ad",1,"white",NA,6106
"male",1,1,0,"fair",0,"feature",1,"white",0,4140
"male",1,0,0,"fair",0,"ad",1,"white",1,128310
"male",1,1,0,"good",1,"feature",1,"white",1,8811
"male",1,0,0,"good",1,"ad",1,"white",1,59449
"female",1,1,0,"good",1,"ad",1,"white",1,33228
"male",1,1,0,"good",1,"feature",1,"white",0,10716
"male",1,1,0,"good",1,"feature",0,"white",1,73803
"female",1,1,0,"fair",0,"ad",0,"white",0,4420
"male",1,1,0,"good",1,"feature",0,"white",0,63675
"male",1,0,0,"good",0,"ad",1,"white",0,20829
"male",1,0,0,"good",1,"feature",0,"white",NA,25551
"male",1,1,0,"good",1,"feature",0,"white",1,20111
"male",1,0,0,"fair",1,"ad",1,"white",NA,8670
"male",1,1,0,"fair",1,"ad",0,"white",NA,NA
"male",1,1,0,"good",1,"feature",0,"white",NA,26622
"male",1,0,0,"fair",0,"feature",0,"white",NA,16614
"male",1,1,1,"fair",0,"feature",1,"white",NA,42480
"male",1,1,0,"good",1,"feature",0,"white",NA,37018
"male",1,1,0,"good",1,"feature",1,"white",0,41292
"female",1,0,0,NA,1,"ad",1,"white",0,10235
"male",1,0,0,"fair",1,"ad",1,"white",NA,6068
"male",1,1,0,"good",1,"feature",1,"americanindian",0,5074
"female",1,0,0,"good",1,"feature",0,"white",NA,46272
"male",1,1,0,"good",1,"feature",1,"white",NA,6853
"female",1,1,0,"good",1,"feature",1,"white",1,7636
"male",1,0,0,"fair",0,"ad",1,"white",NA,9095
"male",1,1,0,"good",1,"feature",0,"white",NA,48111
"male",1,1,0,"good",1,"ad",1,"white",1,12222
"female",1,1,0,"good",1,"ad",0,"white",NA,7832
"female",1,1,0,"good",1,"feature",0,"white",NA,NA
"female",1,0,1,"good",0,"ad",1,"white",1,12091
"female",1,0,1,"good",0,"ad",1,"white",NA,NA
"female",1,1,0,"fair",0,"ad",1,"white",1,10672
"male",1,1,0,"good",1,"feature",1,"white",0,42966
"male",0,1,0,"good",1,"feature",0,"white",0,84466
"male",1,1,0,NA,0,"ad",0,"white",NA,NA
"male",1,1,0,"good",1,"cover",0,"white",NA,NA
"male",1,1,0,"fair",1,"feature",1,"white",NA,6916
"male",1,1,0,"fair",1,"feature",0,"white",NA,10368
"male",1,1,0,"good",1,"feature",0,"white",1,59584
"male",1,1,0,"good",1,"feature",0,"white",NA,12573
"male",1,0,1,"good",1,"feature",0,"white",1,17568
"male",1,1,0,"good",1,"feature",1,"asian",NA,9345
"male",1,1,0,"fair",1,"feature",0,"white",0,9047
"female",1,1,0,"good",1,"feature",1,"asian",1,10388
"male",1,1,0,"good",1,"feature",1,"white",1,8120
"male",1,1,0,"good",1,"feature",0,"white",NA,76032
"female",1,1,0,"fair",1,"feature",0,"white",NA,12584
"male",1,1,0,"good",1,"feature",0,"black",0,10388
"male",1,1,0,"good",1,"ad",0,"white",0,15587
"female",1,1,0,"fair",1,"feature",1,"white",NA,4960
"male",1,1,1,"good",1,"feature",0,"white",0,45998
"male",1,1,0,"fair",0,"feature",0,"white",NA,NA
"male",1,1,0,"good",1,"ad",1,"white",NA,10170
"male",1,1,0,NA,1,"ad",1,"white",NA,NA
"male",1,0,0,"good",1,"ad",1,"white",1,21252
"male",1,0,0,"fair",0,"ad",1,"white",1,30807
"male",1,1,0,"good",1,"feature",0,"white",NA,23120
"male",1,0,0,"fair",1,"ad",0,"white",0,23120
"male",1,1,0,"good",0,"ad",0,"white",NA,30929
"female",1,1,0,"good",1,"ad",0,"white",NA,NA
"male",1,1,0,NA,1,"author",0,"white",0,58986
"male",1,0,0,"good",0,"feature",1,"black",0,7998
"male",1,1,0,"good",1,"ad",0,"white",1,10235
"male",1,0,0,"fair",1,"feature",0,"white",1,36166
"male",1,1,0,"good",1,"ad",0,"white",1,36335
"male",1,1,0,"good",1,"feature",0,"white",0,11439
"female",1,1,0,"fair",1,"feature",0,"white",0,12947
"male",1,1,0,"good",1,"feature",0,"white",NA,NA
"male",1,1,0,"fair",1,"feature",0,"white",NA,65844
"male",1,1,0,"fair",1,"feature",0,"white",0,10176
"male",1,0,0,"fair",1,"ad",1,"white",NA,6699
"female",1,1,0,"good",1,"ad",1,"white",1,8134
"male",1,0,0,"fair",1,"feature",0,"white",NA,NA
"female",1,1,1,NA,1,"ad",0,"white",0,22908
"male",1,0,0,"fair",1,"ad",1,"white",NA,4176
"male",1,1,0,"good",0,"cover",0,"white",0,NA
"male",1,0,0,"fair",1,"ad",0,"white",NA,NA
"male",1,1,0,"good",1,"ad",0,"white",0,27456
"female",1,0,0,"good",1,"ad",0,"white",NA,NA
"male",1,1,0,"fair",1,"feature",0,"white",0,3904
"male",1,1,0,"good",1,"ad",1,"white",1,6480
"male",1,1,0,"good",1,"feature",1,"white",0,7350
"male",1,0,0,"fair",1,"feature",1,"white",0,9672
"male",1,1,0,"good",1,"feature",1,"white",0,54064
"male",1,1,0,"good",1,"feature",1,"white",0,56280
"male",1,0,0,"good",1,"feature",1,"white",0,10961
"male",1,0,0,"fair",1,"feature",1,"white",0,18250
"male",1,1,0,"good",1,"feature",0,"white",0,24138
"female",1,1,0,"good",0,"feature",0,"white",NA,15678
"male",1,1,0,"fair",1,"feature",1,"white",NA,3564
"male",1,0,0,"good",1,"cover",0,"white",1,11984
"male",1,1,0,"good",1,"feature",0,"white",NA,22022
"female",1,0,0,"good",1,"ad",1,"white",NA,10602
"female",1,1,0,"fair",1,"cover",1,"white",1,6391
"female",1,1,0,"fair",1,"ad",1,"white",1,4071
"male",1,0,0,"good",1,"ad",1,"white",NA,6840
"female",1,0,0,"good",0,"feature",0,"white",NA,NA
"male",1,1,0,"fair",1,"feature",1,"white",NA,4224
"female",1,1,0,"fair",1,"feature",1,"white",0,4752
"male",1,1,0,NA,1,"ad",1,"white",1,22230
"male",1,0,0,"good",0,"feature",0,"white",NA,NA
"male",1,1,0,"fair",1,"feature",0,"white",1,42946
"male",1,1,0,"good",0,"ad",0,"white",NA,13673
"male",1,1,0,"good",1,"ad",0,"white",1,6750
"male",1,1,0,NA,1,"ad",1,"white",0,23864
"male",1,0,0,"fair",1,"ad",1,"white",1,8265
"male",1,1,0,"good",1,"ad",1,"asian",0,12650
"male",1,0,0,"good",0,"ad",0,"white",NA,13284
"female",1,1,0,"good",1,"feature",0,"white",0,6150
"male",1,1,0,"good",1,"feature",1,"asian",NA,NA
"male",1,1,0,"good",0,"ad",0,"white",1,31647
"male",1,1,0,"good",1,"ad",1,"white",1,15162
"female",1,1,0,"good",1,"feature",1,"white",NA,11102
"male",1,1,0,"good",1,"feature",0,"white",0,13696
"male",1,1,0,"fair",1,"ad",0,"white",1,15840
"female",1,1,0,"good",1,"ad",1,"white",1,36210
"male",1,1,0,NA,1,"ad",1,"white",1,39248
"male",1,1,0,"fair",0,"feature",1,"white",NA,3136
"male",1,1,0,"good",1,"feature",0,"white",0,37332
"male",1,1,0,"good",1,"feature",0,"white",NA,NA
"male",1,1,0,"good",1,"feature",0,"americanindian",0,11526
"male",1,1,0,"fair",1,"ad",0,"white",1,14008
"female",1,1,0,"good",1,"ad",0,"white",1,12168
"female",1,0,0,"good",1,"feature",0,"white",0,25256
"male",1,1,0,"fair",1,"feature",0,"white",0,16095
"male",1,1,0,"good",1,"feature",0,"white",0,43166
"male",1,1,0,"good",1,"feature",0,"white",NA,40443
"female",1,1,1,"good",1,"feature",1,"white",1,34608
"male",1,1,0,"fair",0,"ad",0,"white",NA,6150
"male",1,0,0,NA,1,"ad",1,"white",1,13338
"male",1,1,0,"fair",1,"feature",0,"white",NA,NA
"female",0,0,0,"good",0,"feature",1,"white",0,13104
"female",1,1,1,NA,0,"ad",1,"white",NA,20250
"male",1,0,1,NA,0,"ad",1,"white",NA,23800
"male",1,1,0,"good",1,"cover",0,"white",0,11500
"female",1,1,0,"fair",1,"feature",0,"white",1,NA
"male",1,1,0,"fair",0,"ad",1,"black",NA,12100
"male",0,1,0,"good",0,"ad",1,"white",0,9790
"male",1,0,0,"good",0,"ad",1,"white",0,25476
"male",1,0,0,"good",0,"ad",0,"white",0,31000
"male",1,1,0,"good",1,"feature",0,"white",NA,59940
"male",1,1,0,"good",1,"feature",0,"white",NA,7656
"male",1,1,0,"good",1,"feature",0,"white",0,49392
"male",1,1,0,"good",1,"feature",0,"white",0,75151
"male",1,1,0,"good",1,"feature",0,"white",0,6320
"female",1,1,0,"good",1,"feature",0,"white",0,15827
"male",1,1,0,"good",1,"feature",0,"white",NA,78807
"male",1,0,1,"fair",1,"feature",1,"white",NA,5727
"male",1,1,0,"fair",1,"feature",1,"white",NA,NA
"female",1,0,0,"fair",1,"feature",1,"white",1,5846
"male",1,0,0,"fair",1,"feature",0,"white",0,40515
"male",1,0,0,"good",1,"feature",0,"asian",0,10304
"male",1,1,0,"good",1,"feature",0,"white",0,38850
"male",1,0,0,"good",1,"ad",1,"white",1,8686
"male",1,1,0,NA,1,"ad",1,"white",1,4725
"female",1,1,0,NA,1,"ad",1,"white",1,5670
"male",1,1,0,NA,1,"ad",1,"white",1,NA
"male",1,0,0,"fair",1,"feature",0,"white",0,11468
"male",1,0,0,"good",1,"ad",0,"white",1,83545
"male",1,0,0,"good",1,"feature",1,"white",0,9765
"female",1,1,0,NA,1,"ad",0,"white",1,4544
"male",1,0,0,NA,1,"ad",0,"white",0,45344
"female",1,0,0,"good",1,"feature",0,"white",0,37044
"male",1,1,0,"fair",1,"feature",0,"white",1,39006
"male",1,1,0,"good",1,"feature",0,"white",0,80518
"male",1,1,0,"good",1,"feature",0,"white",NA,21962
"female",1,1,0,"fair",1,"ad",1,"white",NA,6699
"male",1,1,0,"good",0,"ad",1,"white",1,7992
"male",1,1,0,"fair",1,"ad",0,"white",NA,16560
"female",1,1,0,"fair",1,"ad",1,"white",1,18480
"male",1,1,0,"fair",1,"ad",0,"white",1,9215
"male",1,0,0,"fair",1,"ad",1,"white",NA,60155
"female",1,1,0,"fair",1,"ad",1,"white",NA,11526
"male",1,1,0,"good",1,"feature",1,"white",1,9202
"male",0,1,0,"good",1,"ad",1,"white",0,13068
"female",1,0,1,"good",1,"ad",0,"white",1,29700
"male",1,0,0,"good",1,"feature",1,"white",0,NA
"male",1,1,0,NA,1,"ad",1,"white",0,125120
"male",1,1,1,NA,0,"ad",0,"unknown",NA,177984
"male",1,1,0,"good",1,"feature",0,"white",0,57400
"female",1,1,0,NA,1,"ad",0,"white",NA,NA
"male",1,0,0,"good",1,"ad",1,"white",NA,21465
"female",1,1,0,"good",1,"feature",0,"white",1,17880
"male",1,1,0,"good",1,"feature",1,"white",1,34815
"male",1,0,1,"fair",1,"feature",1,"white",0,16128
"male",1,0,0,"good",1,"feature",0,"white",0,78299
"unknown",1,0,0,"fair",0,"feature",1,"white",NA,1911
"male",1,1,0,"good",0,"feature",1,"white",0,7777
"male",1,0,0,"good",1,"feature",0,"white",NA,NA
"unknown",0,1,0,"good",1,"ad",1,"white",0,24600
"male",1,1,0,"fair",1,"feature",0,"white",1,36166
"female",1,0,0,"fair",0,"feature",0,"white",1,14875
"male",1,1,0,"fair",1,"ad",0,"white",1,12384
"female",1,1,0,"good",1,"feature",0,"white",NA,40572
"male",1,0,0,"fair",1,"feature",1,"white",0,12210
"male",1,0,0,NA,1,"ad",1,"white",1,10573
"male",1,1,0,"good",1,"feature",1,"white",NA,11124
"male",1,1,0,"good",1,"feature",0,"white",0,8265
"male",1,1,0,"good",1,"feature",0,"white",NA,21442
"male",1,0,0,NA,1,"ad",0,"white",0,43983
"male",1,1,0,"fair",1,"feature",0,"white",1,8342
"male",1,1,0,"good",1,"feature",0,"white",1,75300
"male",1,1,0,"fair",1,"feature",0,"white",0,46740
"male",1,1,0,"good",0,"ad",1,"white",NA,7254
"female",1,0,0,"fair",1,"ad",1,"unknown",1,6424
"female",1,1,0,NA,1,"ad",1,"white",1,5888
"male",1,1,0,"good",1,"feature",0,"white",NA,73152
"female",1,1,0,"fair",0,"ad",1,"white",0,10010
"male",1,1,0,"good",1,"feature",0,"white",0,20043
"male",1,0,0,"good",0,"feature",0,"white",NA,NA
"male",1,1,0,"fair",1,"ad",1,"white",1,4200
"female",1,1,0,"good",1,"ad",0,"black",NA,6600
"male",1,1,0,"good",1,"feature",0,"white",1,67280
"male",1,0,0,"good",1,"ad",0,"white",0,71463
"female",1,1,1,"good",0,"ad",0,"white",1,86350
"male",1,1,0,"good",1,"ad",1,"white",1,18480
"male",1,1,1,"good",1,"cover",0,"white",1,74115
"male",1,1,0,"fair",1,"ad",0,"white",NA,15540
"male",1,1,0,NA,1,"ad",1,"black",0,NA
"male",1,1,0,NA,1,"ad",1,"white",NA,NA
"male",1,0,1,"good",0,"ad",0,"white",NA,7654
"male",1,1,1,"fair",0,"ad",1,"white",1,4092
"male",1,1,1,"good",0,"ad",0,"white",NA,23244
"female",1,1,0,"good",0,"feature",0,"white",0,36673
"male",1,0,0,"good",1,"feature",0,"white",NA,11583
"male",1,0,0,"good",1,"feature",1,"white",0,19304
"male",1,0,0,"good",1,"feature",1,"white",0,14111
"male",1,1,0,"fair",1,"feature",1,"white",0,5256
"female",1,1,0,"fair",1,"feature",1,"white",0,4672
"male",1,1,0,"fair",1,"cover",1,"white",NA,NA
"male",1,1,0,"fair",1,"feature",1,"white",NA,2728
"male",1,1,0,NA,1,"ad",1,"white",0,NA
"male",1,1,0,"good",1,"ad",1,"white",NA,23595
"female",1,0,0,"good",1,"feature",1,"white",NA,4690
"male",1,0,0,"fair",1,"feature",1,"white",0,7480
"male",1,1,0,"fair",1,"feature",0,"white",0,50020
"male",1,0,0,"fair",1,"ad",0,"white",0,15720
"male",1,0,0,"fair",1,"cover",1,"white",NA,11655
"female",0,1,1,NA,1,"ad",1,"white",NA,7636
"male",1,0,0,NA,1,"ad",0,"white",1,13189
"female",1,1,0,"fair",1,"ad",0,"white",1,13552
"female",1,1,0,"good",1,"ad",0,"white",NA,13572
"female",1,1,0,"fair",1,"feature",0,"white",1,9494
"male",1,1,1,"good",1,"ad",0,"white",0,132518
"male",1,1,0,"fair",1,"feature",0,"white",0,32340
"male",1,0,0,"fair",1,"feature",0,"white",0,16758
"female",1,1,0,NA,1,"ad",1,"black",1,7600
"male",1,1,0,"good",1,"feature",0,"white",1,7298
"male",1,1,0,"fair",1,"feature",1,"white",NA,8536
"male",1,0,0,"good",1,"feature",0,"white",NA,19738
"male",1,1,0,"fair",1,"ad",1,"black",1,8600
"male",1,1,0,"good",1,"feature",1,"black",NA,6314
"male",1,1,0,"fair",1,"feature",1,"white",1,8624
"male",1,1,0,"fair",1,"ad",1,"black",1,7068
"male",1,1,0,"good",1,"ad",1,"black",NA,12566
"male",1,1,0,"good",1,"ad",1,"black",NA,10464
"male",1,0,0,"fair",1,"ad",1,"black",1,6750
"male",1,1,0,"fair",1,"ad",0,"white",1,8463
"male",1,0,0,"fair",1,"ad",1,"white",NA,7030
"female",1,1,0,"good",1,"feature",1,"white",0,2650
"male",1,1,0,"good",1,"feature",1,"black",0,18760
"male",1,1,0,NA,0,"ad",0,"black",1,13920
"male",1,0,0,"fair",1,"feature",1,"white",0,18753
"male",1,0,0,"good",1,"feature",1,"white",NA,12992
"male",1,0,0,"fair",1,"feature",0,"white",0,8991
"female",1,1,0,"fair",0,"feature",1,"white",0,16317
"female",1,1,0,"good",1,"feature",1,"white",1,20540
"male",1,0,0,"good",0,"feature",1,"white",0,22156
"male",1,1,0,"good",1,"feature",1,"white",1,55640
"male",1,1,0,"fair",1,"feature",1,"white",1,8900
"female",1,0,0,"good",1,"ad",0,"white",1,NA
"female",1,0,0,NA,1,"ad",0,"asian",1,NA
"female",1,0,0,"fair",0,"ad",1,"white",1,5372
"male",1,0,0,"fair",0,"ad",1,"white",1,5208
"female",1,1,0,NA,0,"ad",1,"white",0,NA
"female",1,1,0,NA,1,"ad",1,"white",NA,8526
"female",1,1,0,"fair",1,"ad",1,"white",NA,4500
"female",1,1,0,"fair",1,"feature",1,"white",0,7189
"female",1,1,0,"good",1,"ad",1,"white",1,8282
"female",1,1,0,"good",1,"feature",0,"white",0,11500
"male",1,1,0,"good",1,"ad",0,"white",0,144534
"female",1,1,0,"good",1,"feature",0,"white",1,21432
"male",1,0,0,"fair",1,"feature",0,"white",1,15618
"male",1,1,0,"fair",1,"feature",0,"white",0,7520
"male",1,1,0,"good",1,"feature",0,"white",1,8900
"male",1,0,0,"good",1,"ad",1,"white",NA,18120
"female",1,1,0,"good",1,"ad",0,"white",0,31820
"male",1,0,0,"good",1,"feature",1,"white",NA,25398
"female",1,1,0,"fair",1,"ad",1,"white",1,4140
"male",1,1,0,"fair",1,"ad",1,"white",1,3009
"male",1,0,0,"good",1,"ad",1,"white",1,22610
"male",1,0,0,"good",1,"ad",1,"white",NA,28782
"male",1,0,0,NA,1,"ad",1,"white",1,4623
"female",1,0,0,"fair",1,"ad",1,"white",0,5808
"male",1,0,0,"good",1,"feature",1,"white",0,25926
"female",1,0,0,"good",1,"feature",0,"white",NA,30251
"female",1,1,1,"good",0,"ad",0,"white",0,12768
"male",1,1,0,"fair",1,"feature",0,"white",0,4087
"male",1,1,0,"fair",1,"author",0,"white",1,11808
"male",1,0,0,NA,1,"ad",1,"white",1,NA
"male",1,1,0,"good",1,"ad",1,"white",1,20960
"male",1,0,0,"good",1,"feature",1,"white",NA,NA
"male",1,1,0,"fair",1,"ad",0,"white",0,12272
"male",1,0,0,"fair",1,"feature",1,"white",0,8019
"male",1,0,0,"good",0,"ad",0,"white",NA,12528
"male",1,1,0,"fair",1,"ad",0,"white",NA,53172
"male",1,1,1,NA,0,"ad",1,"white",1,33174
"male",1,1,0,"good",0,"ad",1,"white",NA,7695
"male",1,1,0,"good",0,"feature",1,"pacificislander",NA,NA
"male",1,1,0,"good",0,"ad",1,"white",NA,4402
"male",1,0,0,"good",0,"ad",1,"white",1,10989
"male",1,1,0,"fair",0,"ad",1,"white",NA,9951
"male",1,0,0,"fair",0,"ad",1,"white",0,5609
"male",1,1,0,"fair",0,"ad",1,"white",NA,8008
"male",1,0,0,"fair",1,"feature",0,"white",0,7084
"male",1,1,0,"good",1,"feature",0,"white",0,83790
"female",1,1,0,"good",1,"ad",0,"white",1,26195
"female",1,0,0,"good",1,"ad",0,"white",0,NA
"female",1,1,1,"good",1,"ad",0,"white",0,NA
"male",1,1,1,"good",1,"cover",0,"white",0,97416
"male",1,1,0,"good",1,"feature",0,"white",NA,81054
"female",1,0,0,"fair",1,"ad",1,"white",0,5460
"male",1,0,0,NA,0,"ad",1,"white",NA,7632
"male",1,1,0,"good",1,"feature",1,"white",NA,NA
"male",1,0,0,"good",1,"feature",1,"white",1,24955
"male",1,1,0,"good",1,"feature",0,"white",NA,39162
"male",1,1,0,"good",1,"feature",0,"white",0,NA
"male",1,1,0,"fair",1,"feature",0,"white",1,15488
"male",1,1,0,"good",1,"feature",0,"white",NA,NA
"male",1,0,0,"good",1,"feature",0,"white",NA,NA
"female",1,1,0,NA,1,"ad",1,"white",0,2021
"male",1,1,1,"good",1,"ad",1,"white",0,5320
"male",1,1,0,"good",1,"feature",0,"white",1,17936
"female",1,1,0,"good",1,"feature",0,"white",NA,21098
"male",1,1,0,"good",1,"feature",1,"white",0,6808
"male",1,0,0,"fair",1,"feature",0,"white",0,9700
"male",1,1,0,"fair",1,"feature",1,"white",0,3750
"male",1,1,0,"fair",1,"feature",1,"white",NA,5904
"male",1,1,0,"fair",1,"feature",1,"white",0,4400
"male",1,1,0,"fair",1,"feature",1,"white",0,5440
"male",1,1,0,"fair",1,"feature",1,"white",0,5984
"male",1,1,0,"good",1,"feature",0,"white",1,104710
"male",1,1,0,"good",0,"cover",1,"white",NA,14652
"male",0,0,0,"good",0,"cover",1,"white",0,10710
"female",1,1,0,"good",1,"feature",1,"white",0,2064
"male",1,1,0,"good",1,"ad",0,"white",0,15738
"male",1,1,0,NA,1,"ad",0,"white",1,11227
"male",1,1,0,"good",1,"feature",0,"white",1,109652
"male",1,1,0,"good",1,"ad",1,"white",NA,11130
"male",1,1,0,"good",1,"feature",0,"black",NA,10738
"male",1,1,0,"good",1,"ad",1,"white",NA,15504
"male",1,0,0,"good",1,"ad",1,"white",1,13176
"male",1,1,0,"good",1,"ad",1,"white",1,16008
"female",1,1,0,"fair",1,"feature",1,"white",1,12036
"male",1,0,0,NA,1,"ad",1,"white",1,14522
"male",1,0,0,"fair",1,"feature",0,"white",0,91872
"female",0,1,0,"good",1,"ad",1,"white",1,49450
"male",1,0,0,"good",1,"ad",1,"white",1,68068
"male",1,1,0,"good",1,"feature",0,"white",0,108460
"male",1,1,0,"fair",1,"ad",1,"white",1,7056
"male",1,1,0,"good",1,"feature",0,"white",0,NA
"male",1,1,1,NA,1,"ad",1,"white",0,4176
"male",1,0,1,"fair",0,"ad",0,"white",1,10464
"male",1,1,0,"fair",0,"ad",1,"white",NA,7565
"male",1,0,0,"fair",0,"ad",1,"white",NA,NA
"male",1,1,0,"fair",0,"ad",0,"white",0,61608
"female",1,1,0,NA,0,"ad",0,"white",1,NA
"male",1,1,0,"fair",1,"feature",0,"white",1,12342
"male",1,1,0,"fair",1,"feature",1,"white",NA,15232
"female",1,1,0,"good",0,"ad",1,"pacificislander",1,8484
"female",1,1,0,"good",0,"ad",1,"white",1,4158
"male",1,1,0,"fair",0,"ad",0,"white",NA,7169
"male",1,0,0,"good",1,"ad",0,"white",NA,196425
"male",1,1,0,NA,1,"ad",0,"white",NA,14022
"male",1,1,0,"fair",1,"feature",0,"white",1,11448
"male",1,1,0,NA,1,"ad",0,"white",NA,11342
"male",1,0,0,"fair",1,"feature",1,"white",0,8610
"female",1,0,0,"fair",1,"feature",1,"white",1,9280
"female",1,0,0,"fair",0,"ad",1,"white",1,8118
"female",1,1,0,"good",1,"feature",0,"white",1,20727
"male",1,1,0,"good",1,"ad",1,"white",0,61320
"male",1,1,0,NA,1,"ad",0,"white",NA,3840
"male",1,0,0,"fair",1,"ad",1,"white",1,5576
"male",1,0,0,"good",1,"ad",0,"white",1,23760
"male",1,0,0,"good",1,"ad",1,"white",1,23829
"male",1,1,0,"fair",1,"ad",0,"white",0,3520
"male",1,0,0,"fair",1,"ad",0,"white",1,12876
"male",1,1,0,"good",1,"feature",0,"white",NA,92886
"male",1,0,0,"good",1,"feature",0,"white",0,81267
"female",1,1,0,"fair",1,"ad",1,"white",NA,9306
"male",1,0,0,"good",1,"ad",1,"white",1,15113
"male",1,1,0,"good",0,"ad",0,"white",0,58254
"male",1,1,0,NA,0,"ad",0,"white",0,18886
"male",1,1,0,"fair",1,"feature",0,"white",NA,106945
"male",0,0,0,NA,0,"ad",1,"white",0,NA
"male",1,0,0,"good",1,"feature",0,"white",NA,25368
"male",1,0,0,NA,1,"ad",0,"white",0,NA
"female",1,1,0,NA,0,"ad",1,"white",NA,14690
"female",1,1,1,"good",0,"ad",1,"white",1,4161
"male",1,1,1,NA,0,"ad",1,"white",NA,34946
"male",1,1,1,"good",0,"cover",0,"white",NA,246101
"male",1,0,0,"good",1,"ad",1,"white",NA,NA
"male",1,0,0,"fair",1,"ad",1,"white",1,7224
"male",1,1,0,"good",1,"ad",0,"white",NA,43020
"male",1,1,0,NA,0,"ad",1,"white",1,NA
