"Tag_Group","Gender","Age","Race","Location","Prof_Score"
"119.1.2","female","26-35","white","North America",0.852631578947369
"12.1.2","male","18-25","asian","Asia",0.552380952380952
"120.1.2","female","26-35","white","North America",0.855
"121.1.2","male","26-35","asian","Asia",0.538888888888889
"122.1.2","male","46-55","white","North America",0.854545454545454
"123.1.2","female","26-35","white","North America",0.819047619047619
"124.1.2","female","26-35","asian","Asia",0.733333333333333
"125.1.2","female","56-65","white","North America",0.81875
"126.1.2","male","26-35","asian","Asia",0.78
"127.1.2","male","26-35","white","North America",0.852380952380952
"128.1.2","male","26-35","white","North America",0.825
"129.1.2","male","18-25","americanin","North America",0.810526315789474
"13.1.2","male","26-35","pacificisl","North America",0.758823529411765
"130.1.2","male","26-35","white","North America",0.861111111111111
"131.1.2","female","26-35","white","North America",0.794444444444445
"132.1.2","female","18-25","americanin","North America",0.766666666666667
"133.1.2","male","36-45","asian","Asia",0.835294117647059
"134.1.2","male","36-45","white","North America",0.776470588235294
"135.1.2","male","26-35","asian","Asia",0.815384615384615
"136.1.2","male","26-35","white","North America",0.81
"137.1.2","male","36-45","white","North America",0.842857142857143
"138.1.2","male","26-35","asian","Asia",0.657894736842105
"139.1.2","female","36-45","white","North America",0.875
"14.1.2","female","36-45","white","North America",0.79
"140.1.2","male","36-45","white","Europe",0.866666666666667
"141.1.2","male","26-35","asian","Asia",0.805882352941176
"142.1.2","male","26-35","white","North America",0.93125
"143.1.2","female","18-25","white","North America",0.852941176470588
"144.1.2","female","36-45","white","North America",0.882352941176471
"145.1.2","male","26-35","white","North America",0.877777777777778
"146.1.2","female","26-35","white","North America",0.889473684210526
"147.1.2","female","46-55","white","North America",0.847619047619048
"148.1.2","female","36-45","white","North America",0.786666666666667
"149.1.2","female","46-55","asian","North America",0.847058823529412
"15.1.2","female","18-25","black","North America",0.790476190476191
"150.1.2","male","26-35","black","North America",0.852631578947369
"151.1.2","male","36-45","white","North America",0.828571428571429
"152.1.2","male","26-35","asian","Asia",0.835294117647059
"153.1.2","male","26-35","white","North America",0.79
"155.1.2","male","26-35","white","North America",0.852941176470588
"156.1.2","female","26-35","white","North America",0.878947368421053
"157.1.2","male","46-55","white","North America",0.810526315789474
"158.1.2","female","46-55","asian","North America",0.821052631578947
"159.1.2","female","26-35","white","North America",0.877777777777778
"16.1.2","male","26-35","asian","Asia",0.829411764705882
"160.1.2","male","26-35","white","North America",0.836363636363636
"161.1.2","male","26-35","black","North America",0.889473684210526
"162.1.2","male","18-25","asian","Asia",0.775
"163.1.2","female","26-35","white","North America",0.794736842105263
"164.1.2","female","26-35","asian","Asia",0.761111111111111
"165.1.2","male","18-25","black","North America",0.766666666666667
"166.1.2","male","56-65","white","North America",0.88421052631579
"167.1.2","female","36-45","black","North America",0.868421052631579
"168.1.2","female","26-35","asian","Asia",0.892307692307692
"169.1.2","female","46-55","white","North America",0.810526315789474
"17.1.2","male","36-45","asian","Asia",0.726315789473684
"170.1.2","female","56-65","white","North America",0.858823529411765
"171.1.2","male","26-35","white","North America",0.86875
"172.1.2","male","26-35","white","North America",0.838888888888889
"173.1.2","female","26-35","white","North America",0.88
"174.1.2","female","46-55","white","North America",0.885714285714286
"175.1.2","female","18-25","white","North America",0.861904761904762
"176.1.2","female","26-35","white","North America",0.780952380952381
"177.1.2","female","66+","white","North America",0.9
"178.1.2","male","26-35","asian","Asia",0.786363636363636
"179.1.2","male","26-35","white","North America",0.821052631578947
"18.1.2","male","26-35","asian","Asia",0.721052631578947
"180.1.2","male","26-35","asian","Asia",0.652380952380952
"181.1.2","male","26-35","white","North America",0.835
"182.1.2","female","56-65","asian","Asia",0.85
"183.1.2","female","36-45","white","North America",0.865
"184.1.2","male","26-35","asian","Asia",0.729411764705882
"185.1.2","male","26-35","white","North America",0.794117647058824
"186.1.2","male","26-35","white","North America",0.861538461538461
"187.1.2","female","56-65","white","North America",0.855555555555556
"188.1.2","female","36-45","white","North America",0.857894736842105
"189.1.2","female","46-55","white","North America",0.8
"19.1.2","female","26-35","white","North America",0.8
"190.1.2","male","26-35","white","North America",0.868421052631579
"191.1.2","male","26-35","white","North America",0.9
"192.1.2","male","46-55","white","North America",0.863157894736842
"193.1.2","male","26-35","white","North America",0.87
"194.1.2","male","46-55","white","North America",0.833333333333333
"195.1.2","female","18-25","white","North America",0.89
"196.1.2","male","26-35","white","North America",0.865
"197.1.2","female","26-35","asian","Asia",0.661111111111111
"198.1.2","female","18-25","white","North America",0.861904761904762
"199.1.2","male","36-45","white","North America",0.85625
"2.1.2","male","26-35","white","North America",0.893333333333333
"20.1.2","male","46-55","white","North America",0.83
"200.1.2","male","36-45","asian","Asia",0.8
"201.1.2","male","26-35","asian","Asia",0.74
"202.1.2","male","36-45","americanin","Asia",0.766666666666667
"203.1.2","female","46-55","asian","North America",0.781818181818182
"204.1.2","male","26-35","asian","Asia",0.730769230769231
"205.1.2","female","56-65","asian","Asia",0.821428571428571
"206.1.2","female","26-35","asian","Asia",0.74375
"207.1.2","female","56-65","white","North America",0.817647058823529
"208.1.2","male","26-35","asian","Asia",0.861904761904762
"209.1.2","male","26-35","asian","Asia",0.84375
"21.1.2","male","26-35","white","North America",0.84
"210.1.2","male","18-25","asian","Asia",0.638888888888889
"211.1.2","male","26-35","white","North America",0.90625
"212.1.2","female","46-55","white","North America",0.863157894736842
"213.1.2","male","26-35","white","North America",0.84375
"214.1.2","female","36-45","white","North America",0.825
"215.1.2","female","26-35","asian","North America",0.866666666666667
"216.1.2","male","26-35","black","North America",0.852631578947369
"217.1.2","female","46-55","asian","Asia",0.777777777777778
"218.1.2","female","36-45","white","North America",0.921052631578947
"219.1.2","female","56-65","white","North America",0.825
"22.1.2","female","26-35","asian","Asia",0.66875
"220.1.2","male","18-25","asian","Asia",0.717647058823529
"221.1.2","male","46-55","asian","Asia",0.736842105263158
"222.1.2","female","56-65","white","North America",0.907142857142857
"223.1.2","male","36-45","asian","Asia",0.625
"224.1.2","male","26-35","white","North America",0.85
"225.1.2","male","26-35","asian","Asia",0.715
"226.1.2","male","26-35","white","North America",0.836842105263158
"227.1.2","female","36-45","asian","Asia",0.736842105263158
"228.1.2","male","36-45","asian","Asia",0.728571428571429
"229.1.2","female","18-25","asian","Asia",0.763157894736842
"23.1.2","female","26-35","white","North America",0.85625
"230.1.2","female","56-65","asian","Asia",0.773684210526316
"231.1.2","female","18-25","white","Asia",0.705263157894737
"232.1.2","female","18-25","white","Antarctica",0.752631578947368
"233.1.2","male","18-25","asian","Asia",0.63
"234.1.2","male","46-55","white","North America",0.777777777777778
"235.1.2","male","26-35","white","North America",0.858333333333333
"236.1.2","male","36-45","asian","Asia",0.6875
"237.1.2","male","18-25","asian","Asia",0.747058823529412
"238.1.2","male","26-35","asian","Asia",0.677777777777778
"239.1.2","male","18-25","asian","Asia",0.747619047619048
"24.1.2","female","26-35","white","North America",0.847058823529412
"240.1.2","male","26-35","asian","Asia",0.821052631578947
"241.1.2","female","46-55","white","North America",0.829411764705882
"242.1.2","male","26-35","white","Europe",0.842857142857143
"243.1.2","male","36-45","white","Europe",0.89375
"244.1.2","male","36-45","asian","Asia",0.753333333333333
"245.1.2","female","36-45","white","North America",0.885714285714286
"246.1.2","male","26-35","asian","Asia",0.838888888888889
"247.1.2","female","36-45","white","North America",0.79
"248.1.2","male","18-25","americanin","North America",0.757894736842105
"249.1.2","female","18-25","white","North America",0.876470588235294
"25.1.2","male","26-35","asian","Asia",0.79375
"250.1.2","female","26-35","asian","Asia",0.8
"251.1.2","male","46-55","asian","Asia",0.827272727272727
"252.1.2","male","36-45","white","Europe",0.826315789473684
"253.1.2","male","46-55","white","North America",0.75
"254.1.2","female","26-35","white","North America",0.842857142857143
"255.1.2","female","56-65","asian","North America",0.86
"256.1.2","male","18-25","asian","Asia",0.773684210526316
"257.1.2","male","18-25","black","North America",0.77
"258.1.2","female","36-45","unknown","North America",0.84
"259.1.2","female","26-35","asian","North America",0.846666666666667
"26.1.2","female","56-65","white","North America",0.822222222222222
"260.1.2","male","36-45","white","North America",0.873684210526316
"261.1.2","female","36-45","white","North America",0.88421052631579
"262.1.2","male","26-35","white","North America",0.85
"263.1.2","male","36-45","white","North America",0.877777777777778
"264.1.2","female","36-45","white","North America",0.875
"265.1.2","female","18-25","white","North America",0.845
"266.1.2","male","36-45","asian","Asia",0.863157894736842
"267.1.2","unknown","26-35","white","North America",0.882352941176471
"268.1.2","male","26-35","asian","Asia",0.741666666666667
"269.1.2","male","26-35","white","North America",0.792857142857143
"27.1.2","female","46-55","white","North America",0.842105263157895
"270.1.2","male","66+","white","North America",0.864705882352941
"271.1.2","female","56-65","white","North America",0.828571428571429
"272.1.2","male","36-45","asian","Asia",0.727777777777778
"273.1.2","female","26-35","white","North America",0.888888888888889
"274.1.2","male","26-35","asian","Asia",0.878571428571429
"275.1.2","male","26-35","white","North America",0.847058823529412
"276.1.2","female","36-45","white","North America",0.80625
"277.1.2","male","26-35","asian","Asia",0.755555555555556
"278.1.2","male","26-35","white","North America",0.838888888888889
"279.1.2","male","36-45","asian","Asia",0.770588235294118
"28.1.2","male","26-35","white","North America",0.882352941176471
"280.1.2","female","26-35","asian","Asia",0.794736842105263
"281.1.2","female","18-25","americanin","North America",0.785
"282.1.2","male","18-25","americanin","North America",0.78
"283.1.2","male","36-45","white","North America",0.92
"284.1.2","male","46-55","white","North America",0.842105263157895
"285.1.2","male","26-35","asian","Asia",0.790476190476191
"286.1.2","female","26-35","asian","Asia",0.621052631578947
"287.1.2","male","26-35","asian","Asia",0.79375
"288.1.2","male","36-45","white","North America",0.85
"289.1.2","female","56-65","white","Europe",0.88
"29.1.2","female","36-45","white","North America",0.9
"290.1.2","female","36-45","white","North America",0.873684210526316
"291.1.2","male","26-35","asian","Asia",0.805555555555556
"292.1.2","male","26-35","white","North America",0.842105263157895
"293.1.2","female","56-65","asian","North America",0.8375
"294.1.2","female","26-35","asian","North America",0.861538461538461
"295.1.2","female","36-45","white","North America",0.81
"296.1.2","female","18-25","white","North America",0.882352941176471
"297.1.2","male","26-35","asian","Asia",0.75
"298.1.2","female","36-45","white","North America",0.847058823529412
"299.1.2","male","26-35","white","North America",0.828571428571429
"3.1.2","male","36-45","asian","Asia",0.753333333333333
"30.1.2","male","36-45","white","North America",0.794117647058824
"300.1.2","female","46-55","asian","Asia",0.8
"301.1.2","male","26-35","white","North America",0.8
"302.1.2","female","26-35","black","North America",0.781818181818182
"303.1.2","male","18-25","white","North America",0.855555555555556
"304.1.2","male","26-35","white","North America",0.8625
"305.1.2","female","66+","white","North America",0.83
"306.1.2","male","26-35","asian","Asia",0.829411764705882
"307.1.2","female","36-45","white","North America",0.845
"308.1.2","female","36-45","white","North America",0.788888888888889
"31.1.2","male","26-35","asian","Asia",0.688888888888889
"32.1.2","female","26-35","asian","Asia",0.78125
"33.1.2","male","26-35","asian","Asia",0.861904761904762
"34.1.2","female","36-45","black","North America",0.863157894736842
"35.1.2","male","26-35","asian","Asia",0.75
"36.1.2","male","26-35","black","North America",0.865
"37.1.2","male","26-35","asian","Asia",0.823809523809524
"38.1.2","male","18-25","white","Asia",0.79
"39.1.2","female","36-45","white","North America",0.845
"4.1.2","male","36-45","americanin","North America",0.880952380952381
"40.1.2","female","26-35","asian","North America",0.852631578947369
"41.1.2","male","26-35","asian","Asia",0.8
"42.1.2","male","18-25","white","Asia",0.755
"43.1.2","male","26-35","asian","Asia",0.833333333333333
"44.1.2","female","36-45","asian","Europe",0.829411764705882
"45.1.2","female","66+","white","North America",0.831578947368421
"46.1.2","male","36-45","asian","North America",0.814285714285714
"47.1.2","male","36-45","americanin","North America",0.811764705882353
"48.1.2","male","26-35","white","North America",0.88421052631579
"49.1.2","male","26-35","white","North America",0.889473684210526
"5.1.2","female","18-25","asian","Asia",0.559090909090909
"50.1.2","female","26-35","white","Europe",0.776470588235294
"51.1.2","male","26-35","white","North America",0.889473684210526
"52.1.2","male","26-35","white","North America",0.861111111111111
"53.1.2","female","46-55","white","North America",0.9
"54.1.2","male","26-35","pacificisl","North America",0.861904761904762
"55.1.2","male","46-55","white","North America",0.855555555555556
"56.1.2","male","26-35","white","North America",0.894444444444444
"57.1.2","female","36-45","white","North America",0.8
"58.1.2","female","36-45","white","North America",0.811111111111111
"59.1.2","male","26-35","white","North America",0.888888888888889
"6.1.2","male","18-25","asian","Asia",0.609523809523809
"60.1.2","male","26-35","white","North America",0.889473684210526
"61.1.2","male","26-35","white","North America",0.847619047619048
"62.1.2","female","26-35","white","North America",0.857894736842105
"63.1.2","male","26-35","white","North America",0.894736842105263
"64.1.2","female","26-35","white","North America",0.91578947368421
"65.1.2","male","26-35","white","North America",0.773684210526316
"66.1.2","female","46-55","white","North America",0.88421052631579
"67.1.2","female","36-45","white","North America",0.876190476190476
"68.1.2","male","26-35","white","North America",0.85
"69.1.2","female","26-35","asian","Asia",0.710526315789474
"7.1.2","male","18-25","asian","Asia",0.5625
"70.1.2","female","18-25","white","North America",0.894736842105263
"71.1.2","male","26-35","white","North America",0.78125
"72.1.2","male","26-35","asian","Asia",0.828571428571429
"73.1.2","female","36-45","white","North America",0.87
"74.1.2","female","36-45","white","North America",0.822222222222222
"75.1.2","female","36-45","white","North America",0.892857142857143
"76.1.2","male","36-45","white","North America",0.815
"77.1.2","female","36-45","white","North America",0.845
"78.1.2","male","26-35","asian","Asia",0.807142857142857
"79.1.2","male","26-35","pacificisl","North America",0.89
"8.1.2","male","26-35","white","North America",0.855555555555556
"80.1.2","male","36-45","white","North America",0.878947368421053
"81.1.2","female","36-45","white","North America",0.838095238095238
"82.1.2","female","26-35","white","North America",0.789473684210526
"83.1.2","male","18-25","americanin","North America",0.775
"84.1.2","male","26-35","asian","Asia",0.670588235294118
"85.1.2","male","26-35","white","North America",0.858823529411765
"86.1.2","male","36-45","white","North America",0.845
"87.1.2","male","26-35","white","North America",0.873684210526316
"88.1.2","male","26-35","white","North America",0.85625
"89.1.2","female","26-35","asian","Asia",0.7375
"9.1.2","male","26-35","asian","Asia",0.527777777777778
"90.1.2","female","18-25","americanin","North America",0.76
"91.1.2","female","26-35","white","North America",0.86875
"92.1.2","female","18-25","white","North America",0.842105263157895
"93.1.2","female","36-45","white","North America",0.861111111111111
"94.1.2","male","26-35","asian","Asia",0.716666666666667
"95.1.2","male","36-45","asian","Asia",0.8
"96.1.2","female","26-35","white","North America",0.842857142857143
"97.1.2","female","56-65","white","North America",0.888888888888889
"98.1.2","female","26-35","white","North America",0.868421052631579
"99.1.2","male","36-45","asian","Asia",0.766666666666667
"1.2.1","female","36-45","white","North America",0.828571428571429
"10.2.1","male","26-35","white","North America",0.836842105263158
"100.2.1","male","36-45","white","North America",0.827777777777778
"101.2.1","female","56-65","white","North America",0.78125
"102.2.1","female","36-45","white","North America",0.842857142857143
"103.2.1","female","36-45","white","North America",0.74375
"104.2.1","male","46-55","black","North America",0.866666666666667
"105.2.1","male","26-35","asian","Asia",0.711111111111111
"106.2.1","female","26-35","white","North America",0.85
"107.2.1","male","26-35","asian","Asia",0.794736842105263
"108.2.1","female","46-55","asian","Asia",0.821428571428571
"109.2.1","female","36-45","white","North America",0.757894736842105
"11.2.1","female","36-45","asian","Asia",0.868421052631579
"110.2.1","female","46-55","white","North America",0.863157894736842
"111.2.1","male","26-35","asian","Asia",0.747058823529412
"112.2.1","male","36-45","asian","Asia",0.792307692307692
"113.2.1","female","36-45","asian","Asia",0.881818181818182
"114.2.1","male","26-35","asian","Asia",0.805882352941176
"115.2.1","female","18-25","asian","Asia",0.757894736842105
"116.2.1","male","36-45","unknown","North America",0.792307692307692
"117.2.1","male","36-45","asian","Asia",0.81578947368421
"118.2.1","female","46-55","asian","North America",0.873333333333333
"119.2.1","male","36-45","asian","Asia",0.807692307692308
"12.2.1","male","26-35","asian","Asia",0.74
"120.2.1","male","26-35","asian","Asia",0.675
"121.2.1","female","56-65","white","North America",0.894117647058824
"122.2.1","female","18-25","asian","Asia",0.752941176470588
"123.2.1","male","36-45","white","North America",0.8
"124.2.1","male","26-35","asian","Asia",0.678571428571429
"125.2.1","female","26-35","asian","Asia",0.785714285714286
"126.2.1","male","18-25","americanin","Asia",0.645454545454545
"127.2.1","female","46-55","black","North America",0.807094339622642
"13.2.1","male","26-35","asian","Asia",0.692857142857143
"14.2.1","male","26-35","asian","Asia",0.808333333333333
"15.2.1","female","26-35","asian","Asia",0.8
"16.2.1","male","26-35","asian","Asia",0.81875
"17.2.1","female","56-65","asian","Asia",0.693333333333333
"18.2.1","male","26-35","asian","Asia",0.69
"19.2.1","female","18-25","white","North America",0.844444444444444
"2.2.1","female","36-45","americanin","North America",0.82
"20.2.1","male","36-45","white","North America",0.861538461538461
"21.2.1","female","46-55","white","North America",0.84375
"22.2.1","male","26-35","white","North America",0.876923076923077
"23.2.1","male","26-35","asian","Asia",0.838888888888889
"24.2.1","male","26-35","black","North America",0.821428571428571
"25.2.1","male","26-35","asian","Asia",0.746666666666667
"26.2.1","male","36-45","asian","Asia",0.835294117647059
"27.2.1","male","26-35","asian","Asia",0.80625
"28.2.1","male","26-35","asian","Asia",0.82
"29.2.1","female","26-35","asian","Asia",0.828571428571429
"3.2.1","female","26-35","white","North America",0.785714285714286
"30.2.1","male","26-35","asian","Asia",0.570588235294118
"31.2.1","male","26-35","asian","Asia",0.788888888888889
"32.2.1","male","18-25","black","Asia",0.641176470588235
"33.2.1","male","18-25","black","Asia",0.775
"34.2.1","male","26-35","asian","Asia",0.794117647058824
"35.2.1","female","26-35","americanin","South America",0.7125
"36.2.1","female","18-25","asian","Asia",0.7
"37.2.1","female","18-25","white","Asia",0.758823529411765
"38.2.1","female","18-25","black","Europe",0.738461538461539
"39.2.1","male","18-25","black","Asia",0.717647058823529
"4.2.1","female","36-45","white","North America",0.825
"40.2.1","female","26-35","black","South America",0.664285714285714
"41.2.1","male","26-35","asian","Asia",0.823076923076923
"42.2.1","male","18-25","asian","North America",0.858823529411765
"43.2.1","male","36-45","asian","North America",0.883333333333333
"44.2.1","female","36-45","white","North America",0.81875
"45.2.1","female","36-45","white","North America",0.876923076923077
"47.2.1","female","18-25","white","North America",0.817647058823529
"48.2.1","male","26-35","unknown","North America",0.863157894736842
"49.2.1","female","46-55","white","North America",0.864705882352941
"5.2.1","female","18-25","asian","Asia",0.758823529411765
"50.2.1","female","36-45","white","North America",0.805882352941176
"51.2.1","male","26-35","white","North America",0.85
"52.2.1","male","18-25","black","Asia",0.735714285714286
"53.2.1","female","36-45","white","North America",0.866666666666667
"54.2.1","female","18-25","white","Asia",0.813333333333333
"55.2.1","male","26-35","white","North America",0.8375
